"Qi Wang and
Yuankui Cao and
Mohsen Guizani and
Baoliu Ye","All-to-all throughput maximization in wireless relay networks with
multiple packet reception","2012 IEEE Global Communications Conference, GLOBECOM 2012, Anaheim,
CA, USA, December 3-7, 2012","2012, ()",1
"Qi Wang and
Minyi Guo and
Xin Liu and
Yuankui Cao and
Hai Jin and
Mianxiong Dong","An Accurate and Energy Efficient Fetch Direction Orientation Mechanism
for Trace Cache","ICPPW 2009, International Conference on Parallel Processing Workshops,
Vienna, Austria, 22-25 September 2009","2009, ()",1
"Qi Wang and
Lei Cong and
Huawei Huang and
Yuankui Cao and
Hong Yao","Deadline-constrained content distribution in vehicular delay tolerant
networks","8th International Wireless Communications and Mobile Computing Conference,
IWCMC 2012, Limassol, Cyprus, August 27-31, 2012","2012, ()",1
"Qi Wang and
Yuankui Cao and
Hai Jin and
Victor C. M. Leung","Dynamic segmented network coding for reliable data dissemination in
delay tolerant networks","Proceedings of IEEE International Conference on Communications,
ICC 2012, Ottawa, ON, Canada, June 10-15, 2012","2012, ()",1
"Qi Wang and
Toshiaki Miyazaki and
Yuankui Cao and
Tsuneo Tsukahara and
Junji Kitamichi and
Takafumi Hayashi",Evolution of Software-Defined Sensor Networks,"IEEE 9th International Conference on Mobile Ad-hoc and Sensor Networks,
Dalian, MSN 2013, China, December 11-13, 2013","2013, ()",1
"Qi Wang and
Chao Teng and
Lin Gu and
Hong Yao and
Qingzhong Liang","Flow setup time aware minimum cost switch-controller association in
Software-Defined Networks","11th International Conference on Heterogeneous Networking for Quality,
Reliability, Security and Robustness, QSHINE 2015, Taipei, Taiwan,
August 19-20, 2015","2015, ()",1
"Qi Wang and
Guang Yang and
Lin Gu and
Yuankui Cao and
Hong Yao","Joint optimization on switch activation and flow routing towards energy
efficient software defined data center networks","2016 IEEE International Conference on Communications, ICC 2016,
Kuala Lumpur, Malaysia, May 22-27, 2016","2016, ()",1
"Qi Wang and
Jie Zhang and
Lin Gu and
Peng Li and
Hong Yao","Minimize Coflow Completion Time via Joint Optimization of Flow Scheduling
and Processor Placement","2017 IEEE Global Communications Conference, GLOBECOM 2017, Singapore,
December 4-8, 2017","2017, ()",1
"Qi Wang and
Peng Li and
Yuankui Cao and
Toshiaki Miyazaki","Minimum-energy reprogramming with guaranteed quality-of-sensing in
software-defined sensor networks","IEEE International Conference on Communications, ICC 2014, Sydney,
Australia, June 10-14, 2014","2014, ()",1
"Qi Wang and
Yuankui Cao and
Hai Jin and
Shui Yu",On the maximum throughput of two-hop wireless network coding,"2011 IEEE Wireless Communications and Networking Conference, WCNC
2011, Proceedings, Cancun, Mexico, 28-31 March, 2011","2011, ()",1
"Qi Wang and
Yuankui Cao and
Zhuo Li and
Sanglu Lu",Performance evaluation of network coding in disruption tolerant networks,"Proceedings of the Second Asia-Pacific Symposium on Internetware,
Internetware 2010, Suzhou, China, November 3-4, 2010","2010, ()",1
"Qi Wang and
Yuankui Cao and
Hai Jin and
Victor C. M. Leung","Segmented Network Coding for Stream-Like Applications in Delay Tolerant
Networks","Proceedings of the Global Communications Conference, GLOBECOM 2011,
5-9 December 2011, Houston, Texas, USA","2011, ()",1
